Elapsed time,ii,'ECG I filtered'
3.209,-0.035,-0.075
3.21,-0.035,-0.08
3.211,-0.03,-0.085
3.212,-0.05,-0.09
3.213,-0.05,-0.09
3.214,-0.045,-0.095
3.215,-0.05,-0.095
3.216,-0.055,-0.095
3.217,-0.04,-0.095
3.218,-0.03,-0.09
3.219,-0.045,-0.09
3.22,-0.04,-0.085
3.221,-0.055,-0.085
3.222,-0.075,-0.085
3.223,-0.095,-0.085
3.224,-0.1,-0.09
3.225,-0.095,-0.095
3.226,-0.09,-0.1
3.227,-0.08,-0.105
3.228,-0.08,-0.11
3.229,-0.05,-0.11
3.23,-0.045,-0.115
3.231,-0.05,-0.115
3.232,-0.05,-0.115
3.233,-0.07,-0.11
3.234,-0.08,-0.11
3.235,-0.085,-0.105
3.236,-0.095,-0.1
3.237,-0.075,-0.1
3.238,-0.065,-0.095
3.239,-0.05,-0.095
3.24,-0.045,-0.095
3.241,-0.05,-0.1
3.242,-0.055,-0.1
3.243,-0.075,-0.1
3.244,-0.08,-0.1
3.245,-0.09,-0.1
3.246,-0.09,-0.1
3.247,-0.08,-0.1
3.248,-0.08,-0.1
3.249,-0.075,-0.1
3.25,-0.075,-0.105
3.251,-0.06,-0.105
3.252,-0.075,-0.11
3.253,-0.09,-0.115
3.254,-0.09,-0.12
3.255,-0.085,-0.125
3.256,-0.095,-0.13
3.257,-0.095,-0.13
3.258,-0.08,-0.13
3.259,-0.085,-0.135
3.26,-0.09,-0.135
3.261,-0.08,-0.135
3.262,-0.085,-0.13
3.263,-0.1,-0.13
3.264,-0.13,-0.13
3.265,-0.115,-0.125
3.266,-0.115,-0.125
3.267,-0.095,-0.12
3.268,-0.09,-0.12
3.269,-0.09,-0.12
3.27,-0.08,-0.12
3.271,-0.08,-0.125
3.272,-0.085,-0.125
3.273,-0.08,-0.13
3.274,-0.105,-0.135
3.275,-0.115,-0.145
3.276,-0.115,-0.145
3.277,-0.11,-0.15
3.278,-0.095,-0.15
3.279,-0.09,-0.15
3.28,-0.08,-0.145
3.281,-0.08,-0.14
3.282,-0.085,-0.14
3.283,-0.095,-0.135
3.284,-0.1,-0.135
3.285,-0.115,-0.13
3.286,-0.12,-0.13
3.287,-0.11,-0.13
3.288,-0.115,-0.13
3.289,-0.095,-0.13
3.29,-0.08,-0.13
3.291,-0.08,-0.13
3.292,-0.085,-0.13
3.293,-0.1,-0.13
3.294,-0.115,-0.13
3.295,-0.105,-0.13
3.296,-0.115,-0.13
3.297,-0.11,-0.13
3.298,-0.115,-0.13
3.299,-0.1,-0.13
3.3,-0.1,-0.13
3.301,-0.095,-0.125
3.302,-0.095,-0.125
3.303,-0.11,-0.12
3.304,-0.11,-0.12
3.305,-0.12,-0.12
3.306,-0.105,-0.12
3.307,-0.085,-0.125
3.308,-0.09,-0.125
3.309,-0.08,-0.13
3.31,-0.095,-0.13
3.311,-0.095,-0.13
3.312,-0.1,-0.13
3.313,-0.125,-0.13
3.314,-0.12,-0.125
3.315,-0.125,-0.12
3.316,-0.1,-0.115
3.317,-0.09,-0.11
3.318,-0.105,-0.11
3.319,-0.105,-0.105
3.32,-0.085,-0.105
3.321,-0.08,-0.105
3.322,-0.09,-0.105
3.323,-0.11,-0.105
3.324,-0.1,-0.11
3.325,-0.105,-0.11
3.326,-0.12,-0.11
3.327,-0.1,-0.115
3.328,-0.095,-0.115
3.329,-0.085,-0.115
3.33,-0.085,-0.115
3.331,-0.085,-0.115
3.332,-0.095,-0.11
3.333,-0.11,-0.105
3.334,-0.11,-0.1
3.335,-0.115,-0.095
3.336,-0.11,-0.09
3.337,-0.075,-0.09
3.338,-0.07,-0.09
3.339,-0.065,-0.09
3.34,-0.055,-0.09
3.341,-0.045,-0.095
3.342,-0.07,-0.095
3.343,-0.08,-0.095
3.344,-0.08,-0.095
3.345,-0.08,-0.095
3.346,-0.085,-0.09
3.347,-0.08,-0.085
3.348,-0.07,-0.085
3.349,-0.07,-0.085
3.35,-0.055,-0.085
3.351,-0.045,-0.085
3.352,-0.055,-0.085
3.353,-0.065,-0.08
3.354,-0.065,-0.08
3.355,-0.065,-0.075
3.356,-0.045,-0.065
3.357,-0.05,-0.06
3.358,-0.025,-0.05
3.359,-0.04,-0.04
3.36,-0.01,-0.035
3.361,-0.035,-0.03
3.362,-0.04,-0.025
3.363,-0.05,-0.025
3.364,-0.055,-0.025
3.365,-0.065,-0.03
3.366,-0.055,-0.035
3.367,-0.045,-0.04
3.368,-0.045,-0.05
3.369,-0.05,-0.06
3.37,-0.035,-0.065
3.371,-0.075,-0.075
3.372,-0.095,-0.08
3.373,-0.095,-0.09
3.374,-0.1,-0.095
3.375,-0.115,-0.1
3.376,-0.125,-0.1
3.377,-0.11,-0.105
3.378,-0.08,-0.105
3.379,-0.105,-0.11
3.38,-0.11,-0.115
3.381,-0.115,-0.115
3.382,-0.115,-0.12
3.383,-0.11,-0.125
3.384,-0.11,-0.125
3.385,-0.13,-0.125
3.386,-0.12,-0.125
3.387,-0.1,-0.12
3.388,-0.12,-0.115
3.389,-0.095,-0.115
3.39,-0.095,-0.11
3.391,-0.11,-0.105
3.392,-0.11,-0.105
3.393,-0.115,-0.105
3.394,-0.125,-0.105
3.395,-0.135,-0.11
3.396,-0.135,-0.11
3.397,-0.115,-0.115
3.398,-0.11,-0.12
3.399,-0.115,-0.12
3.4,-0.105,-0.125
3.401,-0.125,-0.13
3.402,-0.135,-0.13
3.403,-0.13,-0.135
3.404,-0.13,-0.135
3.405,-0.135,-0.13
3.406,-0.13,-0.13
3.407,-0.11,-0.125
3.408,-0.105,-0.12
3.409,-0.1,-0.12
3.41,-0.11,-0.115
3.411,-0.115,-0.115
3.412,-0.135,-0.115
3.413,-0.135,-0.12
3.414,-0.135,-0.125
3.415,-0.135,-0.13
3.416,-0.155,-0.13
3.417,-0.145,-0.135
3.418,-0.13,-0.135
3.419,-0.13,-0.135
3.42,-0.14,-0.135
3.421,-0.16,-0.135
3.422,-0.185,-0.135
3.423,-0.175,-0.13
3.424,-0.165,-0.125
3.425,-0.125,-0.11
3.426,-0.06,-0.08
3.427,-0.005,-0.04
3.428,0.045,0.015
3.429,0.105,0.085
3.43,0.18,0.17
3.431,0.245,0.255
3.432,0.33,0.345
3.433,0.435,0.425
3.434,0.515,0.49
3.435,0.555,0.53
3.436,0.555,0.55
3.437,0.525,0.54
3.438,0.48,0.5
3.439,0.415,0.44
3.44,0.36,0.355
3.441,0.255,0.26
3.442,0.135,0.16
3.443,-0.01,0.06
3.444,-0.115,-0.03
3.445,-0.195,-0.1
3.446,-0.215,-0.155
3.447,-0.215,-0.19
3.448,-0.19,-0.205
3.449,-0.165,-0.2
3.45,-0.16,-0.185
3.451,-0.15,-0.16
3.452,-0.125,-0.13
3.453,-0.105,-0.105
3.454,-0.11,-0.085
3.455,-0.09,-0.075
3.456,-0.09,-0.065
3.457,-0.08,-0.065
3.458,-0.08,-0.065
3.459,-0.08,-0.065
3.46,-0.085,-0.065
3.461,-0.09,-0.06
3.462,-0.105,-0.06
3.463,-0.115,-0.06
3.464,-0.115,-0.06
3.465,-0.115,-0.065
3.466,-0.095,-0.07
3.467,-0.095,-0.075
3.468,-0.095,-0.08
3.469,-0.075,-0.085
3.47,-0.085,-0.085
3.471,-0.095,-0.085
3.472,-0.095,-0.08
3.473,-0.09,-0.075
3.474,-0.105,-0.065
3.475,-0.09,-0.06
3.476,-0.065,-0.055
3.477,-0.075,-0.05
3.478,-0.075,-0.05
3.479,-0.065,-0.05
3.48,-0.06,-0.05
3.481,-0.07,-0.055
3.482,-0.09,-0.055
3.483,-0.095,-0.055
3.484,-0.1,-0.055
3.485,-0.09,-0.055
3.486,-0.065,-0.05
3.487,-0.06,-0.05
3.488,-0.055,-0.045
3.489,-0.03,-0.045
3.49,-0.055,-0.045
3.491,-0.07,-0.045
3.492,-0.07,-0.045
3.493,-0.075,-0.045
3.494,-0.07,-0.045
3.495,-0.07,-0.045
3.496,-0.06,-0.045
3.497,-0.055,-0.045
3.498,-0.05,-0.04
3.499,-0.04,-0.04
3.5,-0.055,-0.035
3.501,-0.05,-0.03
3.502,-0.045,-0.02
3.503,-0.055,-0.015
3.504,-0.06,-0.01
3.505,-0.04,-0.005
3.506,-0.03,0
3.507,-0.03,0
3.508,-0.02,0.005
3.509,-0.02,0.005
3.51,-0.035,0.01
3.511,-0.035,0.01
3.512,-0.035,0.015
3.513,-0.035,0.02
3.514,-0.04,0.02
3.515,-0.035,0.025
3.516,-0.005,0.03
3.517,0.02,0.03
3.518,0.02,0.035
3.519,0.02,0.035
3.52,0.01,0.03
3.521,0.015,0.03
3.522,0.01,0.03
3.523,0.01,0.03
3.524,0.015,0.035
3.525,0.02,0.04
3.526,0.025,0.045
3.527,0.02,0.055
3.528,0.035,0.065
3.529,0.055,0.075
3.53,0.065,0.085
3.531,0.055,0.095
3.532,0.06,0.1
3.533,0.06,0.11
3.534,0.07,0.115
3.535,0.1,0.12
3.536,0.115,0.125
3.537,0.115,0.13
3.538,0.105,0.135
3.539,0.125,0.14
3.54,0.125,0.145
3.541,0.115,0.15
3.542,0.105,0.155
3.543,0.115,0.16
3.544,0.11,0.16
3.545,0.125,0.16
3.546,0.125,0.16
3.547,0.13,0.16
3.548,0.145,0.16
3.549,0.15,0.16
3.55,0.135,0.16
3.551,0.13,0.165
3.552,0.13,0.165
3.553,0.115,0.17
3.554,0.11,0.175
3.555,0.13,0.175
3.556,0.135,0.18
3.557,0.135,0.175
3.558,0.13,0.175
3.559,0.13,0.17
3.56,0.115,0.165
3.561,0.085,0.155
3.562,0.075,0.15
3.563,0.065,0.14
3.564,0.06,0.13
3.565,0.055,0.12
3.566,0.05,0.11
3.567,0.03,0.1
3.568,0.04,0.09
3.569,0.03,0.08
3.57,0.02,0.07
3.571,-0.015,0.06
3.572,-0.025,0.055
3.573,-0.03,0.05
3.574,-0.03,0.045
3.575,-0.03,0.04
3.576,-0.03,0.035
3.577,-0.03,0.03
3.578,-0.02,0.025
3.579,-0.04,0.02
3.58,-0.05,0.01
3.581,-0.075,0
3.582,-0.085,-0.01
3.583,-0.08,-0.02
3.584,-0.08,-0.025
3.585,-0.065,-0.03
3.586,-0.07,-0.035
3.587,-0.065,-0.04
3.588,-0.055,-0.04
3.589,-0.075,-0.04
3.59,-0.09,-0.04
3.591,-0.115,-0.035
3.592,-0.1,-0.035
3.593,-0.11,-0.035
3.594,-0.115,-0.04
3.595,-0.105,-0.04
3.596,-0.095,-0.04
3.597,-0.09,-0.045
3.598,-0.075,-0.05
3.599,-0.06,-0.05
3.6,-0.095,-0.05
3.601,-0.1,-0.055
3.602,-0.125,-0.055
3.603,-0.115,-0.055
3.604,-0.115,-0.055
3.605,-0.1,-0.055
3.606,-0.1,-0.055
3.607,-0.1,-0.05
3.608,-0.09,-0.05
3.609,-0.09,-0.05
3.61,-0.1,-0.045
3.611,-0.11,-0.045
3.612,-0.105,-0.045
3.613,-0.115,-0.045
3.614,-0.105,-0.04
3.615,-0.09,-0.04
3.616,-0.08,-0.04
3.617,-0.075,-0.04
3.618,-0.075,-0.04
3.619,-0.095,-0.04
3.62,-0.1,-0.04
3.621,-0.105,-0.04
3.622,-0.12,-0.035
3.623,-0.12,-0.035
3.624,-0.115,-0.035
3.625,-0.095,-0.035
3.626,-0.095,-0.04
3.627,-0.09,-0.04
3.628,-0.07,-0.04
3.629,-0.095,-0.045
3.63,-0.095,-0.045
3.631,-0.09,-0.045
3.632,-0.105,-0.045
3.633,-0.11,-0.045
3.634,-0.09,-0.04
3.635,-0.07,-0.035
3.636,-0.07,-0.035
3.637,-0.07,-0.03
3.638,-0.07,-0.025
3.639,-0.085,-0.025
3.64,-0.1,-0.02
3.641,-0.1,-0.02
3.642,-0.1,-0.02
3.643,-0.11,-0.025
3.644,-0.11,-0.025
3.645,-0.09,-0.03
3.646,-0.09,-0.035
3.647,-0.07,-0.035
3.648,-0.07,-0.04
3.649,-0.075,-0.04
3.65,-0.095,-0.04
3.651,-0.11,-0.04
3.652,-0.1,-0.035
3.653,-0.1,-0.035
3.654,-0.095,-0.025
3.655,-0.095,-0.02
3.656,-0.08,-0.015
3.657,-0.075,-0.015
3.658,-0.05,-0.015
3.659,-0.065,-0.015
3.66,-0.085,-0.015
3.661,-0.09,-0.02
3.662,-0.11,-0.025
3.663,-0.115,-0.03
3.664,-0.1,-0.03
3.665,-0.095,-0.035
3.666,-0.085,-0.035
3.667,-0.065,-0.03
3.668,-0.06,-0.03
3.669,-0.065,-0.03
3.67,-0.095,-0.025
3.671,-0.12,-0.025
3.672,-0.1,-0.025
3.673,-0.1,-0.025
3.674,-0.105,-0.025
3.675,-0.085,-0.025
3.676,-0.075,-0.025
3.677,-0.075,-0.025
3.678,-0.07,-0.03
3.679,-0.085,-0.03
3.68,-0.1,-0.03
3.681,-0.115,-0.035
3.682,-0.12,-0.035
3.683,-0.115,-0.04
3.684,-0.1,-0.04
3.685,-0.08,-0.045
3.686,-0.09,-0.045
3.687,-0.09,-0.045
3.688,-0.07,-0.045
3.689,-0.095,-0.045
3.69,-0.115,-0.045
3.691,-0.115,-0.045
3.692,-0.115,-0.05
3.693,-0.12,-0.05
3.694,-0.115,-0.05
3.695,-0.095,-0.05
3.696,-0.1,-0.05
3.697,-0.095,-0.05
3.698,-0.075,-0.045
3.699,-0.095,-0.045
3.7,-0.11,-0.04
3.701,-0.125,-0.04
3.702,-0.12,-0.04
3.703,-0.1,-0.04
3.704,-0.115,-0.04
3.705,-0.11,-0.045
3.706,-0.1,-0.045
3.707,-0.08,-0.045
3.708,-0.095,-0.045
3.709,-0.095,-0.045
3.71,-0.11,-0.04
3.711,-0.13,-0.035
3.712,-0.12,-0.03
3.713,-0.125,-0.03
3.714,-0.12,-0.025
3.715,-0.11,-0.025
3.716,-0.105,-0.025
3.717,-0.095,-0.03
3.718,-0.1,-0.03
3.719,-0.105,-0.035
3.72,-0.12,-0.04
3.721,-0.12,-0.04
3.722,-0.125,-0.045
3.723,-0.12,-0.04
3.724,-0.105,-0.04
3.725,-0.095,-0.035
3.726,-0.095,-0.03
3.727,-0.09,-0.03
3.728,-0.1,-0.03
3.729,-0.105,-0.03
3.73,-0.115,-0.035
3.731,-0.115,-0.04
3.732,-0.14,-0.045
3.733,-0.135,-0.055
3.734,-0.12,-0.06
3.735,-0.12,-0.065
3.736,-0.11,-0.07
3.737,-0.105,-0.07
3.738,-0.095,-0.07
3.739,-0.115,-0.065
3.74,-0.13,-0.06
3.741,-0.13,-0.055
3.742,-0.115,-0.05
3.743,-0.125,-0.045
3.744,-0.105,-0.045
3.745,-0.105,-0.04
3.746,-0.095,-0.04
3.747,-0.095,-0.035
3.748,-0.11,-0.035
3.749,-0.105,-0.035
3.75,-0.105,-0.035
3.751,-0.115,-0.035
3.752,-0.135,-0.035
3.753,-0.145,-0.04
3.754,-0.115,-0.04
3.755,-0.1,-0.045
3.756,-0.11,-0.045
3.757,-0.095,-0.05
3.758,-0.095,-0.05
3.759,-0.11,-0.05
3.76,-0.115,-0.05
3.761,-0.12,-0.05
3.762,-0.13,-0.05
3.763,-0.14,-0.05
3.764,-0.125,-0.05
3.765,-0.115,-0.05
3.766,-0.1,-0.05
3.767,-0.1,-0.05
3.768,-0.11,-0.05
3.769,-0.105,-0.05
3.77,-0.105,-0.055
3.771,-0.1,-0.055
3.772,-0.125,-0.05
3.773,-0.105,-0.045
3.774,-0.08,-0.04
3.775,-0.08,-0.035
3.776,-0.06,-0.025
3.777,-0.065,-0.015
3.778,-0.065,-0.01
3.779,-0.08,-0.005
3.78,-0.095,-0.005
3.781,-0.1,-0.01
3.782,-0.11,-0.01
3.783,-0.105,-0.015
3.784,-0.075,-0.02
3.785,-0.05,-0.025
3.786,-0.05,-0.03
3.787,-0.045,-0.025
3.788,-0.05,-0.02
3.789,-0.065,-0.015
3.79,-0.07,-0.005
3.791,-0.055,0.005
3.792,-0.065,0.01
3.793,-0.055,0.02
3.794,-0.06,0.02
3.795,-0.04,0.025
3.796,-0.035,0.025
3.797,-0.03,0.02
3.798,-0.045,0.02
3.799,-0.06,0.015
3.8,-0.065,0.015
3.801,-0.065,0.015
3.802,-0.075,0.01
3.803,-0.075,0.01
3.804,-0.075,0.005
3.805,-0.075,0
3.806,-0.05,-0.01
3.807,-0.07,-0.02
3.808,-0.095,-0.03
3.809,-0.095,-0.04
3.81,-0.11,-0.05
3.811,-0.115,-0.055
3.812,-0.135,-0.06
3.813,-0.11,-0.06
3.814,-0.105,-0.06
3.815,-0.115,-0.06
3.816,-0.105,-0.055
3.817,-0.1,-0.055
3.818,-0.105,-0.055
3.819,-0.115,-0.055
3.82,-0.135,-0.055
3.821,-0.14,-0.055
3.822,-0.13,-0.06
3.823,-0.13,-0.06
3.824,-0.12,-0.06
3.825,-0.115,-0.06
3.826,-0.1,-0.06
3.827,-0.095,-0.06
3.828,-0.105,-0.06
3.829,-0.12,-0.06
3.83,-0.12,-0.06
3.831,-0.12,-0.065
3.832,-0.15,-0.07
3.833,-0.13,-0.07
3.834,-0.12,-0.075
3.835,-0.115,-0.075
3.836,-0.135,-0.08
3.837,-0.12,-0.075
3.838,-0.11,-0.075
3.839,-0.11,-0.07
3.84,-0.115,-0.07
3.841,-0.13,-0.065
3.842,-0.135,-0.065
3.843,-0.135,-0.065
3.844,-0.125,-0.065
3.845,-0.105,-0.065
3.846,-0.11,-0.065
3.847,-0.11,-0.065
3.848,-0.135,-0.065
3.849,-0.135,-0.07
3.85,-0.15,-0.07
3.851,-0.16,-0.08
3.852,-0.16,-0.085
3.853,-0.145,-0.095
3.854,-0.15,-0.1
3.855,-0.17,-0.105
3.856,-0.15,-0.105
3.857,-0.135,-0.1
3.858,-0.115,-0.085
3.859,-0.08,-0.055
3.86,-0.04,-0.02
3.861,0,0.03
3.862,0.03,0.09
3.863,0.095,0.15
3.864,0.155,0.22
3.865,0.24,0.29
3.866,0.345,0.355
3.867,0.415,0.415
3.868,0.5,0.46
3.869,0.485,0.49
3.87,0.465,0.495
3.871,0.395,0.485
3.872,0.35,0.445
3.873,0.285,0.385
3.874,0.24,0.305
3.875,0.175,0.215
3.876,0.085,0.12
3.877,-0.025,0.03
3.878,-0.135,-0.05
3.879,-0.22,-0.11
3.88,-0.225,-0.15
3.881,-0.205,-0.165
3.882,-0.18,-0.16
3.883,-0.15,-0.145
3.884,-0.135,-0.12
3.885,-0.11,-0.09
3.886,-0.095,-0.07
3.887,-0.085,-0.055
3.888,-0.075,-0.045
3.889,-0.095,-0.05
3.89,-0.105,-0.055
3.891,-0.125,-0.06
3.892,-0.12,-0.065
3.893,-0.12,-0.065
3.894,-0.11,-0.06
3.895,-0.095,-0.055
3.896,-0.08,-0.045
3.897,-0.075,-0.04
3.898,-0.085,-0.035
3.899,-0.1,-0.04
3.9,-0.12,-0.045
3.901,-0.125,-0.055
3.902,-0.11,-0.065
3.903,-0.12,-0.07
3.904,-0.115,-0.08
3.905,-0.1,-0.08
3.906,-0.09,-0.08
3.907,-0.085,-0.075
3.908,-0.1,-0.065
3.909,-0.1,-0.06
3.91,-0.09,-0.05
3.911,-0.095,-0.045
3.912,-0.085,-0.045
3.913,-0.09,-0.04
3.914,-0.09,-0.045
3.915,-0.085,-0.045
3.916,-0.065,-0.045
3.917,-0.075,-0.045
3.918,-0.08,-0.045
3.919,-0.075,-0.045
3.92,-0.08,-0.04
3.921,-0.1,-0.035
3.922,-0.09,-0.035
3.923,-0.07,-0.03
3.924,-0.055,-0.03
3.925,-0.065,-0.03
3.926,-0.065,-0.03
3.927,-0.06,-0.025
3.928,-0.035,-0.015
3.929,-0.025,-0.005
3.93,-0.015,0.005
3.931,0,0.02
3.932,0.015,0.035
3.933,0.04,0.05
3.934,0.04,0.07
3.935,0.075,0.08
3.936,0.085,0.09
3.937,0.085,0.1
3.938,0.09,0.11
3.939,0.095,0.115
3.94,0.07,0.125
3.941,0.08,0.13
3.942,0.1,0.135
3.943,0.1,0.14
3.944,0.12,0.145
3.945,0.135,0.145
3.946,0.145,0.15
3.947,0.125,0.15
3.948,0.135,0.155
3.949,0.13,0.16
3.95,0.115,0.17
3.951,0.135,0.175
3.952,0.145,0.185
3.953,0.18,0.195
3.954,0.19,0.205
3.955,0.175,0.21
3.956,0.185,0.215
3.957,0.19,0.22
3.958,0.18,0.22
3.959,0.185,0.215
3.96,0.18,0.215
3.961,0.185,0.215
3.962,0.195,0.22
3.963,0.215,0.225
3.964,0.21,0.235
3.965,0.22,0.245
3.966,0.25,0.26
3.967,0.255,0.27
3.968,0.25,0.28
3.969,0.26,0.29
3.97,0.245,0.3
3.971,0.26,0.305
3.972,0.26,0.31
3.973,0.285,0.31
3.974,0.275,0.315
3.975,0.305,0.315
3.976,0.305,0.32
3.977,0.295,0.32
3.978,0.29,0.325
3.979,0.27,0.325
3.98,0.275,0.325
3.981,0.28,0.325
3.982,0.285,0.325
3.983,0.295,0.32
3.984,0.32,0.32
3.985,0.29,0.32
3.986,0.32,0.32
3.987,0.305,0.32
3.988,0.3,0.325
3.989,0.28,0.325
3.99,0.26,0.325
3.991,0.27,0.325
3.992,0.26,0.32
3.993,0.27,0.315
3.994,0.27,0.31
3.995,0.265,0.3
3.996,0.265,0.29
3.997,0.24,0.275
3.998,0.215,0.265
3.999,0.225,0.255
4,0.21,0.245
4.001,0.18,0.235
4.002,0.175,0.23
4.003,0.17,0.22
4.004,0.17,0.21
4.005,0.185,0.2
4.006,0.16,0.19
4.007,0.145,0.18
4.008,0.125,0.17
4.009,0.115,0.16
4.01,0.1,0.155
4.011,0.11,0.15
4.012,0.105,0.145
4.013,0.1,0.14
4.014,0.13,0.135
4.015,0.11,0.13
4.016,0.105,0.13
4.017,0.085,0.125
4.018,0.07,0.12
4.019,0.065,0.115
4.02,0.065,0.115
4.021,0.06,0.11
4.022,0.075,0.11
4.023,0.075,0.11
4.024,0.07,0.105
4.025,0.065,0.105
4.026,0.065,0.105
4.027,0.06,0.1
4.028,0.045,0.095
4.029,0.035,0.09
4.03,0.035,0.08
4.031,0.02,0.075
4.032,0.035,0.07
4.033,0.05,0.065
4.034,0.05,0.065
4.035,0.07,0.065
4.036,0.07,0.07
4.037,0.05,0.075
4.038,0.05,0.08
4.039,0.04,0.085
4.04,0.03,0.085
4.041,0.035,0.085
4.042,0.05,0.08
4.043,0.05,0.075
4.044,0.07,0.07
4.045,0.08,0.065
4.046,0.055,0.06
4.047,0.045,0.06
4.048,0.04,0.06
4.049,0.03,0.06
4.05,0.04,0.065
4.051,0.02,0.065
4.052,0.04,0.065
4.053,0.05,0.065
4.054,0.05,0.065
4.055,0.06,0.065
4.056,0.045,0.065
4.057,0.035,0.06
4.058,0.035,0.06
4.059,0.025,0.06
4.06,0.025,0.06
4.061,0.03,0.06
4.062,0.04,0.06
4.063,0.05,0.06
4.064,0.055,0.06
4.065,0.065,0.055
4.066,0.05,0.055
4.067,0.045,0.055
4.068,0.03,0.055
4.069,0.02,0.05
4.07,0.015,0.05
4.071,0.01,0.05
4.072,0.015,0.05
4.073,0.03,0.05
4.074,0.04,0.05
4.075,0.05,0.045
4.076,0.04,0.045
4.077,0.025,0.045
4.078,0.02,0.04
4.079,0.005,0.04
4.08,0.01,0.04
4.081,0.01,0.04
4.082,0.03,0.04
4.083,0.035,0.04
4.084,0.045,0.04
4.085,0.035,0.04
4.086,0.035,0.035
4.087,0.015,0.035
4.088,0.01,0.03
4.089,0,0.03
4.09,-0.01,0.025
4.091,-0.005,0.02
4.092,0.015,0.02
4.093,0.015,0.015
4.094,0.01,0.015
4.095,0.025,0.02
4.096,0.015,0.02
4.097,0.005,0.02
4.098,-0.015,0.025
4.099,0.01,0.025
4.1,0.005,0.025
4.101,-0.005,0.025
4.102,0.005,0.02
4.103,0.01,0.015
4.104,0.02,0.01
4.105,0,0.005
4.106,0.01,0
4.107,-0.015,-0.005
4.108,-0.04,-0.005
4.109,-0.045,-0.01
4.11,-0.05,-0.01
4.111,-0.03,-0.01
4.112,-0.015,-0.005
4.113,-0.005,-0.005
4.114,0.01,-0.005
4.115,-0.03,-0.005
4.116,0,-0.005
4.117,-0.01,-0.005
4.118,-0.01,-0.01
4.119,-0.03,-0.01
4.12,-0.025,-0.01
4.121,-0.04,-0.015
4.122,-0.035,-0.015
4.123,-0.01,-0.02
4.124,-0.005,-0.02
4.125,-0.02,-0.02
4.126,-0.03,-0.02
4.127,-0.04,-0.02
4.128,-0.03,-0.02
4.129,-0.045,-0.015
4.13,-0.06,-0.015
4.131,-0.02,-0.015
4.132,0,-0.015
4.133,-0.025,-0.015
4.134,-0.02,-0.02
4.135,0.015,-0.02
4.136,-0.035,-0.02
4.137,-0.04,-0.025
4.138,-0.06,-0.03
4.139,-0.05,-0.03
4.14,-0.035,-0.035
4.141,-0.05,-0.04
4.142,-0.035,-0.045
4.143,-0.05,-0.05
4.144,-0.04,-0.05
4.145,-0.03,-0.05
4.146,-0.03,-0.045
4.147,-0.05,-0.04
4.148,-0.045,-0.035
4.149,-0.06,-0.03
4.15,-0.08,-0.025
4.151,-0.045,-0.025
4.152,-0.04,-0.025
4.153,-0.045,-0.03
4.154,-0.04,-0.04
4.155,-0.03,-0.05
4.156,-0.065,-0.06
4.157,-0.065,-0.065
4.158,-0.055,-0.07
4.159,-0.07,-0.075
4.16,-0.075,-0.07
4.161,-0.07,-0.065
4.162,-0.055,-0.06
4.163,-0.055,-0.05
4.164,-0.06,-0.045
4.165,-0.05,-0.045
4.166,-0.065,-0.045
4.167,-0.075,-0.045
4.168,-0.075,-0.05
4.169,-0.085,-0.055
4.17,-0.095,-0.06
4.171,-0.08,-0.065
4.172,-0.07,-0.07
4.173,-0.07,-0.075
4.174,-0.065,-0.08
4.175,-0.075,-0.08
4.176,-0.075,-0.085
4.177,-0.08,-0.085
4.178,-0.075,-0.085
4.179,-0.1,-0.085
4.18,-0.085,-0.085
4.181,-0.08,-0.085
4.182,-0.075,-0.085
4.183,-0.055,-0.08
4.184,-0.06,-0.075
4.185,-0.08,-0.07
4.186,-0.09,-0.07
4.187,-0.105,-0.065
4.188,-0.11,-0.065
4.189,-0.11,-0.07
4.19,-0.1,-0.07
4.191,-0.075,-0.07
4.192,-0.065,-0.07
4.193,-0.055,-0.07
4.194,-0.05,-0.07
4.195,-0.055,-0.065
4.196,-0.075,-0.06
4.197,-0.065,-0.055
4.198,-0.06,-0.05
4.199,-0.065,-0.045
4.2,-0.055,-0.04
4.201,-0.04,-0.04
4.202,-0.045,-0.045
4.203,-0.04,-0.05
4.204,-0.045,-0.055
4.205,-0.05,-0.06
4.206,-0.07,-0.065
4.207,-0.08,-0.07
4.208,-0.08,-0.07
4.209,-0.065,-0.065
4.21,-0.025,-0.06
4.211,-0.03,-0.055
4.212,-0.03,-0.045
4.213,-0.03,-0.03
4.214,0,-0.02
4.215,-0.01,-0.015
4.216,-0.02,-0.005
4.217,-0.035,-0.005
4.218,-0.04,-0.005
4.219,-0.045,-0.01
4.22,-0.04,-0.015
4.221,-0.025,-0.02
4.222,-0.03,-0.03
4.223,-0.03,-0.035
4.224,-0.025,-0.04
4.225,-0.005,-0.045
4.226,-0.035,-0.045
4.227,-0.045,-0.045
4.228,-0.065,-0.045
4.229,-0.1,-0.05
4.23,-0.085,-0.05
4.231,-0.08,-0.055
4.232,-0.08,-0.06
4.233,-0.08,-0.065
4.234,-0.08,-0.075
4.235,-0.09,-0.085
4.236,-0.1,-0.09
4.237,-0.115,-0.1
4.238,-0.12,-0.105
4.239,-0.135,-0.105
4.24,-0.13,-0.11
4.241,-0.105,-0.11
4.242,-0.115,-0.11
4.243,-0.1,-0.11
4.244,-0.105,-0.11
4.245,-0.095,-0.11
4.246,-0.1,-0.105
4.247,-0.12,-0.105
4.248,-0.13,-0.105
